"date","pixel","evi_raw","evi_qc","type","evi_filtered"
2015-12-27,"43_44",0.2964,4164,"AQUA",NA
2016-01-09,"43_44",0.322,4160,"AQUA",0.322
2016-01-25,"43_44",0.2649,4160,"AQUA",0.2649
2016-02-10,"43_44",0.2661,4160,"AQUA",0.2661
2016-02-26,"43_44",0.2703,4160,"AQUA",0.2703
2016-03-13,"43_44",0.2514,4160,"AQUA",0.2514
2016-03-29,"43_44",0.3017,4160,"AQUA",0.3017
2016-04-14,"43_44",0.3457,4160,"AQUA",0.3457
2016-04-30,"43_44",0.3742,4164,"AQUA",NA
2016-05-16,"43_44",0.3649,4233,"AQUA",NA
2016-06-01,"43_44",0.3359,37141,"AQUA",NA
2016-06-17,"43_44",0.4018,4164,"AQUA",NA
2016-07-03,"43_44",0.3497,4365,"AQUA",NA
2016-07-19,"43_44",0.3871,4110,"AQUA",NA
2016-08-04,"43_44",0.2601,4110,"AQUA",NA
2016-08-20,"43_44",0.4147,4369,"AQUA",NA
2016-09-05,"43_44",0.3918,4229,"AQUA",NA
2016-09-21,"43_44",0.3431,37141,"AQUA",NA
2016-10-07,"43_44",0.3128,4160,"AQUA",0.3128
2016-10-23,"43_44",0.4017,4164,"AQUA",NA
2016-11-08,"43_44",0.3064,4160,"AQUA",0.3064
2016-11-24,"43_44",0.318,4160,"AQUA",0.318
2016-12-10,"43_44",0.3531,4164,"AQUA",NA
2016-12-26,"43_44",0.2791,4164,"AQUA",NA
2017-01-09,"43_44",0.2743,4160,"AQUA",0.2743
2017-01-25,"43_44",0.2697,4160,"AQUA",0.2697
2017-02-10,"43_44",0.2773,4160,"AQUA",0.2773
2017-02-26,"43_44",0.2857,4160,"AQUA",0.2857
2017-03-14,"43_44",0.3009,4160,"AQUA",0.3009
2017-03-30,"43_44",0.3057,4160,"AQUA",0.3057
2017-04-15,"43_44",0.3418,4160,"AQUA",0.3418
2017-05-01,"43_44",0.3292,4160,"AQUA",0.3292
2017-05-17,"43_44",0.3059,4160,"AQUA",0.3059
2017-06-02,"43_44",0.3276,4106,"AQUA",NA
2017-06-18,"43_44",0.335,4229,"AQUA",NA
2017-07-04,"43_44",0.3279,37005,"AQUA",NA
2017-07-20,"43_44",0.395,4110,"AQUA",NA
2017-08-05,"43_44",0.3682,4365,"AQUA",NA
2017-08-21,"43_44",0.5079,4114,"AQUA",NA
2017-09-06,"43_44",0.3118,38182,"AQUA",NA
2017-09-22,"43_44",0.2687,37145,"AQUA",NA
2017-10-08,"43_44",0.3462,4164,"AQUA",NA
2017-10-24,"43_44",0.3364,4164,"AQUA",NA
2017-11-09,"43_44",0.3015,4164,"AQUA",NA
2017-11-25,"43_44",0.2951,4164,"AQUA",NA
2017-12-11,"43_44",0.2941,2116,"AQUA",NA
2017-12-27,"43_44",0.3346,4164,"AQUA",NA
2018-01-09,"43_44",0.2825,2116,"AQUA",NA
2018-01-25,"43_44",0.2913,4164,"AQUA",NA
2018-02-10,"43_44",0.2104,5150,"AQUA",NA
2018-02-26,"43_44",0.2554,4164,"AQUA",NA
2018-03-14,"43_44",0.3063,4164,"AQUA",NA
2018-03-30,"43_44",0.3407,4233,"AQUA",NA
2018-04-15,"43_44",0.3125,4164,"AQUA",NA
2018-05-01,"43_44",0.3264,4164,"AQUA",NA
2018-05-17,"43_44",0.3234,4114,"AQUA",NA
2018-06-02,"43_44",0.4343,4237,"AQUA",NA
2018-06-18,"43_44",0.31,4164,"AQUA",NA
2018-07-04,"43_44",0.4643,4114,"AQUA",NA
2018-07-20,"43_44",0.4079,4369,"AQUA",NA
2018-08-05,"43_44",0.3985,4373,"AQUA",NA
2018-08-21,"43_44",0.1255,35152,"AQUA",0.1255
2018-09-06,"43_44",0.3706,2116,"AQUA",NA
2018-09-22,"43_44",0.3726,4164,"AQUA",NA
2018-10-08,"43_44",0.3014,4164,"AQUA",NA
2018-10-24,"43_44",0.2881,4164,"AQUA",NA
2018-11-09,"43_44",0.3365,4164,"AQUA",NA
2018-11-25,"43_44",0.2986,4164,"AQUA",NA
2018-12-11,"43_44",0.3087,4164,"AQUA",NA
2018-12-27,"43_44",0.2834,4164,"AQUA",NA
2019-01-09,"43_44",0.2706,4164,"AQUA",NA
2019-01-25,"43_44",0.2962,4164,"AQUA",NA
2019-02-10,"43_44",0.332,4168,"AQUA",0.332
2019-02-26,"43_44",0.2857,4164,"AQUA",NA
2019-03-14,"43_44",0.3454,4233,"AQUA",NA
2019-03-30,"43_44",0.2969,4110,"AQUA",NA
2019-04-15,"43_44",0.2993,4164,"AQUA",NA
2019-05-01,"43_44",0.2891,4233,"AQUA",NA
2019-05-17,"43_44",0.334,4164,"AQUA",NA
2019-06-02,"43_44",0.3017,4164,"AQUA",NA
2019-06-18,"43_44",0.3605,4237,"AQUA",NA
2019-07-04,"43_44",0.3,4369,"AQUA",NA
2019-07-20,"43_44",0.3531,37145,"AQUA",NA
2019-08-05,"43_44",0.3061,4237,"AQUA",NA
2000-02-18,"43_43",0.2705,4160,"TERA",NA
2000-03-05,"43_43",0.2808,4160,"TERA",NA
2000-03-21,"43_43",0.342,4160,"TERA",NA
2000-04-06,"43_43",0.3827,4160,"TERA",NA
2000-04-22,"43_43",0.3927,4160,"TERA",NA
2000-05-08,"43_43",0.4084,4160,"TERA",NA
